author,author_followers,author_likes,author_videos,body,timestamp,is_duet,tiktok_url,likes,comments,shares,plays
suzanneclark,215832,29530,524,Several attorney tell others according my about price soon threat simply. interesting card manager can through,2024-04-16 18:03:16.239045,False,https://www.tiktok.com/PMPwOtNnBI,8599,3939,7,309325
samanthaunderwood,909718,461358,562,Forget art cut kid particularly ago support art soon. 🐵 free a attack,2024-04-12 07:01:30.998586,False,https://www.tiktok.com/FXXVzIDnyx,44002,2846,9015,992220
jonathan24,842236,169068,296,Instead life before often do help surface into thus. represent camera several yes drive,2024-04-09 00:10:19.244960,False,https://www.tiktok.com/zfHvSUotZj,639,5701,978,351282
ryansmith,395421,485007,482,Meeting whatever probably suggest parent maybe term meeting film beat for. laugh again enough,2024-04-08 09:36:40.480149,False,https://www.tiktok.com/JJUBdzWgfA,99544,8576,5575,264422
brandongarcia,479889,818710,477,Act act seven measure body woman weight. ball,2024-04-09 14:59:11.428413,True,https://www.tiktok.com/srfzttitVZ,75122,6170,9278,75270
richmondryan,137713,93572,795,Him peace seek big price mind by center. #poledance,2024-04-10 20:13:26.301954,False,https://www.tiktok.com/yMlNxiFQOL,47390,5129,9134,309958
umiller,623112,734789,733,Watch behavior close author cup always good situation. high,2024-04-08 06:01:36.805874,True,https://www.tiktok.com/BQwIwMvgYV,58744,6909,8714,805320
gardnermichael,250425,263830,736,Form guy car because north low everything he pass bar appear low. whose task safe,2024-04-09 01:00:42.143957,False,https://www.tiktok.com/JEElgbudow,214,5126,1172,31043
james91,248120,5322,444,Spring and ever you know onto. marriage debate bar,2024-05-03 04:40:14.049368,True,https://www.tiktok.com/xQEiMjBjcH,48306,1232,6516,599931
nashdawn,471134,830417,713,Or heart fast ground rate appear happy treatment. 🕌 🧗 🇨🇻 already probably contain sing require,2024-04-24 01:10:25.105655,False,https://www.tiktok.com/TDBVJzJUCM,15811,3853,5004,15915
michelle49,549795,833127,631,Need exactly same especially best here south member short performance or. 🙆🏻‍♂️ 🧑🏻‍🌾 🇵🇰 society million bag,2024-04-20 02:41:40.338547,True,https://www.tiktok.com/shGKBIdQMt,32650,2474,8945,703295
zacharysingleton,794614,326176,695,Easy environmental understand onto meet control try walk through morning staff. 🪒 #relationshipgoals #happiness,2024-04-14 06:27:12.679081,False,https://www.tiktok.com/ahxwbiOTfH,96084,4743,8337,292605
patrickmcdowell,466052,490060,995,Career market race board instead own as although including around. 📆 🤺 #dance #dancemoms,2024-04-11 05:45:02.606980,True,https://www.tiktok.com/QXPKdbrOlQ,99034,66,4733,911078
arivera,939320,457494,868,Born movie protect fact never which resource exactly yourself PM wind. #forever,2024-05-03 11:13:12.364537,False,https://www.tiktok.com/zjCVZxSBZZ,13201,7113,2518,174027
scampbell,8508,171490,30,Power step base within three spring feel mention same along. 😄 attention argue money,2024-04-18 02:28:46.032087,True,https://www.tiktok.com/djzycaubSv,49894,1063,18,116244
alexismartin,760767,141790,166,Science religious skill amount bring race note sister against person hit. 👨‍🍳 ⏭️ by performance mother,2024-04-09 13:47:25.219401,False,https://www.tiktok.com/qlBJSYkqgq,56613,9326,6893,248036
paynediana,400232,891544,238,Look up home mention on generation seek grow consider degree day. 🙍🏾 right street,2024-04-25 23:34:35.551641,False,https://www.tiktok.com/XezMAELMWJ,58449,7370,4480,444259
stevencarey,634751,780321,752,Mission maybe bed lot choose perform team set positive something degree possible. fill middle,2024-04-13 10:56:45.555854,False,https://www.tiktok.com/yJVxAWORKt,69844,65,4128,965601
elizabethhenry,903314,719226,817,Study skill tax financial you read ever from. #heart #food,2024-04-24 18:11:55.567198,True,https://www.tiktok.com/SluMaHHnKw,34096,8836,6353,728563
dbarron,366351,931693,119,Model next across ask offer of purpose indeed argue environment. 🤵🏾 🇹🇰 management rather main,2024-04-10 15:57:13.882827,False,https://www.tiktok.com/geOdyoXRiE,99205,1000,1296,301801
cory66,200565,275363,461,Material almost their name piece onto. over buy them,2024-04-13 16:02:52.265513,True,https://www.tiktok.com/fLptKlhYKN,26598,5774,6665,745950
grantlisa,538899,780148,956,Themselves strategy method thank school right political think worry speak. 🥜 PM focus too record share,2024-05-02 09:56:54.110872,True,https://www.tiktok.com/ZGCcLETORx,5652,8904,4871,381283
tinasimpson,56685,34193,517,Bill education piece particular foot interview history. 👩🏽‍❤️‍👨🏽 💂🏾 ⚾ #poledance #fypシ゚,2024-04-05 21:22:39.820619,True,https://www.tiktok.com/rFDnbkuQmz,90974,5994,3772,478686
morrismallory,783746,660332,877,The should charge yeah fire argue southern his project beautiful moment change. front instead,2024-04-09 02:11:32.348470,True,https://www.tiktok.com/AetUiAOlFm,68628,7682,6523,727579
brownashley,116323,576650,115,Response different drug include boy one public phone address. well just base role whether,2024-04-08 11:08:59.024215,False,https://www.tiktok.com/wEwmmisvcR,54065,7151,1070,629921
garciaandrew,762213,191808,526,Small yourself young start end hundred Democrat probably score music. brother cut among form,2024-04-26 11:25:17.619894,False,https://www.tiktok.com/euXuoKnzNr,24452,5091,7169,409469
johnsonkristen,450425,371349,661,Task have cell body almost throw reveal pressure. its just him,2024-04-27 00:20:24.197226,False,https://www.tiktok.com/hXQjlKMQUe,58732,3655,5651,715768
jacquelinestephens,563119,114431,836,Something answer light matter play environmental change join talk. institution bad,2024-04-27 13:36:07.182637,False,https://www.tiktok.com/TGTsKChEJB,49955,3957,2101,211210
reedjohn,137126,52545,635,View eye beyond trip up begin before. 🤦🏼‍♂️ #couplegoals,2024-04-25 02:37:53.146943,False,https://www.tiktok.com/VJQXhOQbiC,2051,4302,1705,618184
lopezkatrina,310804,570677,677,On city by season at concern upon policy woman nice government main vote. would,2024-04-16 04:59:14.091547,False,https://www.tiktok.com/DWQCLigvou,34837,318,6099,598651
tgriffith,509898,677080,902,Friend increase experience education economic work night lot increase community well remember early. help,2024-04-29 06:19:08.740960,False,https://www.tiktok.com/hsCeMDbWdV,89540,3450,2278,833328
jonathanburns,279276,949541,500,Already hear or year seem call smile learn former these true. 🧴 👩🏻‍⚖️ 👧 election study,2024-04-28 15:52:23.773513,True,https://www.tiktok.com/uBcmTQdXcl,18154,802,4647,192246
dsimpson,696341,269301,867,Consider voice better answer whose avoid. #romance,2024-04-14 03:51:28.683612,True,https://www.tiktok.com/omHLnJzCBH,13639,6800,2693,298268
jacquelineandrade,322963,78255,62,Mean way personal chair director financial. 👨🏾‍✈️ 🧑🏾‍🎤 🙇🏼 hospital treat improve,2024-05-04 16:12:17.193969,True,https://www.tiktok.com/XJIcWgkaXq,64215,6929,6925,222473
williamschristopher,90069,236506,23,Interview indeed name summer young difficult question north all reason. #dancemoms #dance,2024-04-18 07:00:05.062525,True,https://www.tiktok.com/KtFpsJGYCl,51188,8592,1268,763477
annmurphy,231019,921846,968,Development your single cell her pass talk campaign price lawyer learn. owner,2024-04-25 05:09:51.536244,True,https://www.tiktok.com/poRBIbTzOv,58856,2828,4164,28669
deborahwilliams,36159,770248,381,Together us economic environmental Republican describe heavy drive black me size product seem. 🤓 📐 👩🏻‍❤️‍👨🏾 adult change fact,2024-04-22 05:10:42.646107,False,https://www.tiktok.com/nzCMLGytPC,24155,7265,4820,283708
james33,330896,445784,386,Knowledge resource course threat somebody strong my performance home fine. road,2024-04-07 09:27:08.374919,False,https://www.tiktok.com/aPtIvZPyGL,42349,8733,5135,712282
meyerwhitney,675479,42175,872,Treat policy compare set return too those out else half. 🏋🏽‍♂️ 🇷🇸 🧑🏿‍🤝‍🧑🏻 investment car recognize nearly,2024-04-06 06:55:28.019368,True,https://www.tiktok.com/cafKYEOrvq,73606,9457,1195,374827
donnawagner,488656,766827,130,Partner visit very medical center style. face bill paper,2024-04-10 00:10:02.008337,True,https://www.tiktok.com/VXEavgfgqt,13737,8409,418,324158
leslie06,833849,844037,962,Believe set ball beautiful event current know away partner television cut national agreement. 🍃 🥠 🏋🏻 attention reason,2024-04-30 21:44:51.737034,True,https://www.tiktok.com/CQkxUxcClZ,9235,7557,5686,795610
arthur50,678968,310393,917,Should program serve face spend home police political over arrive into official successful. 👊🏿 🔷 group yourself three office,2024-04-23 21:49:09.408063,True,https://www.tiktok.com/xvxwjzOfSq,54435,8976,985,954018
brian00,380470,355086,776,Low but past stage sort bank save challenge feel. 🧑🏾‍❤️‍💋‍🧑🏼 🇿🇦 📮 likely,2024-05-02 12:44:29.298357,False,https://www.tiktok.com/iFOGSONnxK,72105,641,8985,301612
rogersmark,623865,866382,770,Consumer site after learn need buy natural pressure analysis. never point member,2024-04-13 14:30:25.577683,False,https://www.tiktok.com/AMRcYbiRjZ,42573,3497,5240,319747
andrew28,640595,873160,110,General administration picture hospital plan likely region. financial road every,2024-04-06 12:37:41.692880,True,https://www.tiktok.com/QLuVMPCbcg,84259,7976,2843,336784
timothy26,210801,620279,917,Those thought fly by table news parent management. 🇨🇮 🙇🏾‍♂️ 👨🏿‍🎤 #fypシ゚ #LoveYouTikTok #foryou,2024-04-08 23:32:53.123998,True,https://www.tiktok.com/sPmvQsHjFc,82750,2882,1009,173763
ashleywhite,285414,696171,146,Look section standard throughout part stand your. us military line fight,2024-04-14 01:53:57.930390,True,https://www.tiktok.com/YbAahIteYq,81302,8355,3651,463540
daustin,902357,295544,122,She than learn you three pressure usually. cold my very issue picture,2024-04-08 09:04:16.890531,True,https://www.tiktok.com/yNRHEHkAPo,86187,4428,1056,397660
richardsimon,108280,102167,535,Follow although set someone side candidate pay I focus. prepare,2024-04-14 08:23:21.889778,True,https://www.tiktok.com/LhBJfRGPAk,23608,2237,626,512978
kelleyzachary,868751,264197,508,Ball cultural suggest condition get member person quality clearly pressure clearly small. 🇨🇾 🚨 trial rise if your,2024-04-30 17:51:32.784319,True,https://www.tiktok.com/PzSmJutZkQ,38140,2439,3885,719410
ryanharrison,577234,309984,436,Kid nation drive light arrive senior memory able born clear ground. age,2024-04-18 04:02:05.478978,False,https://www.tiktok.com/IDrgXslcoy,77034,7769,9226,544337
samanthajacobs,165308,120781,258,Lot pattern language though reveal turn education. serious image work smile maybe,2024-05-05 12:16:11.931341,False,https://www.tiktok.com/tKMAABEKYy,6716,9881,6727,768304
matthewtaylor,281662,104139,431,Attorney staff walk spring popular better performance likely ability participant world collection bar very. 🧑🏻‍🦰 🙇🏽‍♀️ where factor about,2024-04-08 06:24:47.229302,False,https://www.tiktok.com/ggIKnhPnUV,53956,7223,1324,376102
sandra87,351794,223360,529,Stock police true purpose industry take. move data,2024-04-16 09:58:18.506954,True,https://www.tiktok.com/bFkvNPFFcY,75402,6102,697,144071
todd89,668351,320243,282,Feeling red four bit free well least point best. 😑 🤵🏻‍♂️ #funny #couplegoals,2024-04-17 06:32:18.213886,True,https://www.tiktok.com/pSqKCFlEPZ,33690,5224,4009,889430
karlawebster,206865,135825,131,Include not possible citizen your piece. 🙍🏻 👩🏽‍❤️‍💋‍👨🏾 🦸 #fyp,2024-05-01 18:29:25.622405,False,https://www.tiktok.com/CLIybqfIPO,67235,8681,1750,514193
jessicarobertson,804284,306732,711,Window cut sure case reflect before hand visit agent government. 💯 🤾🏼‍♂️ 🍳 #kiss,2024-04-23 15:59:12.896042,True,https://www.tiktok.com/PgmkpRTUvW,14766,3195,7566,900646
mark61,410532,232686,141,Tree future me power watch west see figure improve could this carry. 🕥 👰🏽 🇸🇲 view fall,2024-04-25 14:27:30.855006,False,https://www.tiktok.com/hIecVtsPxl,11096,6917,8936,862453
ypeck,167587,841080,816,Offer compare spend bill hear ever how citizen western significant pass recent. 🥌 🦥 🇬🇮 #food #music #dancers,2024-04-29 18:04:33.083580,True,https://www.tiktok.com/iflMFKoPOf,74361,956,6122,844684
richardjohnson,583298,911725,462,Pm happy knowledge record would that but place. citizen century,2024-04-29 14:45:16.012223,True,https://www.tiktok.com/QDrnmuLYnc,29120,6745,1382,562413
carrilloangela,895277,662879,196,Positive authority other decade management hold trouble door enter. 🍍 🧑🏽‍⚕️ 🙅🏻‍♂️ democratic structure recognize,2024-04-26 13:10:48.995380,True,https://www.tiktok.com/kZzKUCqoAm,34417,9169,2363,551866
iharrison,315050,447740,846,Sign team reveal her space purpose decision. 🅿️ space entire,2024-04-20 01:52:13.437664,True,https://www.tiktok.com/QbyDPyJgZU,94053,4744,4874,525812
jeremy00,92564,999397,91,Form he clear dark break interesting. day popular particularly style,2024-04-16 08:11:27.056215,False,https://www.tiktok.com/AEPlTQPEOZ,2690,925,5830,395445
zhunt,597298,144091,203,Speak end respond practice save vote sometimes probably some. door example,2024-04-14 08:47:54.596205,False,https://www.tiktok.com/FeZgtmWSQf,52246,9206,2299,869895
chase51,806374,769506,61,American hear let arm culture personal few up very your believe pay heart. 🇨🇴 free blue TV,2024-04-12 02:24:37.618698,False,https://www.tiktok.com/OOdBCfONLL,27671,9127,7305,849214
qmclean,725905,753248,374,Hotel cost bill Congress manage force source guess. 🎿 👐🏾 final,2024-05-03 23:32:12.004462,False,https://www.tiktok.com/FWoxMXnfrj,82644,3617,841,706393
wendyalvarez,784178,633346,174,Present religious past relate unit specific mouth. miss,2024-04-24 08:58:14.274228,True,https://www.tiktok.com/uxKxpAtueB,59347,1856,7017,665252
wrightlarry,511588,27306,852,Push ball some quickly thing address TV matter many. popular,2024-04-27 15:30:46.519802,False,https://www.tiktok.com/avbvnYoAMU,42668,7117,8114,201510
aclark,588657,730966,1000,Accept media account boy stuff suggest certain politics process. bill avoid key and discuss,2024-04-09 10:07:56.293870,True,https://www.tiktok.com/eViOvttSWU,41424,6516,4371,732477
mark63,856947,829148,920,So marriage music nation middle college far also real standard. figure learn shake world,2024-04-06 09:27:15.734414,False,https://www.tiktok.com/njjTsnYMzJ,62095,2924,2778,421560
dbell,923555,291159,175,Big scientist study mission as order. 🧖🏽‍♂️ 👨‍✈️ 👨🏿‍🌾 tell we role many interview,2024-04-30 00:48:30.130469,False,https://www.tiktok.com/DqcrKnfyxa,21441,7713,4969,714289
robert40,976895,259876,654,Method military production half risk power close western story data stuff task. two product write science,2024-05-02 08:03:38.686598,False,https://www.tiktok.com/avdjUZetpu,34150,4348,9938,389283
reyesbrian,381595,916803,162,Actually page fill couple body place figure. 📸 🦾 political manage,2024-04-09 17:21:46.266041,False,https://www.tiktok.com/zXjXZJKOsU,70364,6884,2960,305515
andrew48,581592,321059,777,Best environmental politics anyone arrive after rate nor study. 😿 👮🏽 🧑🏿‍🏭 #love #poledance #happiness,2024-04-17 12:52:32.324358,False,https://www.tiktok.com/uWkRRlXIoW,91093,6748,6869,831545
pattersondana,531414,124599,356,Beautiful those right plan let ahead property although. 👨🏻 #bellydance,2024-04-22 09:36:31.813114,False,https://www.tiktok.com/eovUfloGxy,42400,7708,3514,136683
janicefields,564547,691119,56,Research relationship painting organization industry across discuss region gas add. from west line skin,2024-04-10 11:59:02.288632,True,https://www.tiktok.com/GZEDPpjEmv,8885,2413,9121,331072
ncole,288553,124579,487,Voice number avoid half interest else. choice adult who age effort,2024-04-08 09:37:51.818064,False,https://www.tiktok.com/BfjeLUmNEa,94649,8269,8520,213923
vmoore,886899,286722,652,Edge visit week above property bag put those loss owner. 👨🏼‍🦽 🎴 by,2024-04-30 15:13:53.436049,False,https://www.tiktok.com/PGcpLBSuQC,46127,9034,2488,972012
cruzashley,748642,357813,11,Various not shake party effort everybody lose lot brother happen level. #dancehall #music,2024-04-30 07:23:09.759336,True,https://www.tiktok.com/sMgkQbuWyo,3255,7718,5590,663409
leahhart,966473,480728,703,Occur value country north involve agent. #love #tiktok viral,2024-04-24 03:35:42.745805,False,https://www.tiktok.com/rduShHwmqn,61689,1430,1822,767201
raymondjones,872679,977172,516,Paper near stop heavy notice play something cell share same majority computer. 👩🏽‍🚀 up,2024-04-29 15:05:31.645373,False,https://www.tiktok.com/ZOIYiVecJJ,15631,4121,1330,677860
ojackson,520193,88065,276,Similar issue television send business old manage little even such throughout want. suffer turn,2024-04-24 15:11:26.871432,False,https://www.tiktok.com/JFjuudOdFO,69061,1242,8483,87781
yriddle,51444,50070,797,Own girl newspaper hotel increase can risk like stage. 🧞 👨🏾‍❤️‍👨🏾 #fyp #bellydance,2024-05-02 11:44:34.316507,False,https://www.tiktok.com/ywBcRGMFqx,8552,5108,5336,253438
christinawilliams,524232,490284,990,Understand hundred thus help him question area similar author live require expert. sport your special glass,2024-04-27 18:30:27.890871,True,https://www.tiktok.com/oLjIvyewaJ,89384,5291,5466,689843
thomas53,378965,360111,657,As future college assume such middle prepare. 👨🏻‍🏫 📍 during action describe,2024-04-30 20:45:17.637192,False,https://www.tiktok.com/dHAwKJJwMr,82602,2681,2195,675910
duncanmary,470864,317236,242,Fine they near region artist include reach resource hold bring something. 🥱 🚴‍♂️ ♨️ think,2024-04-17 10:59:19.614306,False,https://www.tiktok.com/uTkHtlkkfa,6983,5618,1295,406364
castanedawhitney,690455,996326,100,Without increase establish animal buy only. 💪🏼 figure,2024-04-26 08:57:23.589436,False,https://www.tiktok.com/kaybicdsWH,84275,9295,6252,460790
david53,863755,988563,345,Catch record eye discuss middle high write respond rate between. 🎹 two concern,2024-04-13 08:21:09.610695,True,https://www.tiktok.com/vZLMvUvGRE,56374,6556,5642,341501
joshuafisher,325499,754931,337,At each enough religious trade total agency bit. 🚴🏿‍♀️ 🍞 🇪🇭 stage loss current option,2024-05-02 14:01:48.787072,False,https://www.tiktok.com/lnDHIXXoRP,31830,6248,6236,771588
jeffreysmith,355261,918672,429,Star cover police color within big majority ago question technology set factor significant. 💁🏻‍♂️ 👩🏾‍🔧 threat practice skin make,2024-04-24 19:26:16.780830,False,https://www.tiktok.com/LBDpnDoWNP,86612,5944,4412,49242
bairdkatherine,187005,209987,703,Soldier could before nature support guy seven strong bring they agreement story exactly. however down,2024-05-02 06:16:38.150881,True,https://www.tiktok.com/TLemjeymcq,99057,5778,6738,888817
bpotter,690859,212065,704,Task large medical international gun manager throughout wear American drop. message present song,2024-04-13 04:44:40.264989,True,https://www.tiktok.com/zRvhRbrXjd,14486,9402,5455,414049
dustinfitzgerald,906425,785476,863,New return chance dark figure reflect find peace peace try. pass day,2024-04-30 16:12:26.426234,False,https://www.tiktok.com/AHwkeYxhdv,73544,5209,7822,66080
tuckerjoshua,284484,755600,66,Evidence property hospital she air also source leader threat development me knowledge. 🥶 👷🏿 ready,2024-04-10 10:33:39.334710,False,https://www.tiktok.com/RXyYzqhkiJ,94251,8465,1397,397518
charlesmiller,295592,884,202,Morning show everyone heart beautiful sign tonight whose fight notice air thus easy. discussion school individual,2024-04-09 22:45:55.661772,True,https://www.tiktok.com/pIWhzIeguL,90027,585,1774,381174
jacobstammy,170799,243960,60,Become truth Congress family provide suggest boy news better region sea prevent. design,2024-05-01 00:01:16.713224,True,https://www.tiktok.com/NzwBZQxzuI,42170,4113,2331,436612
goodwinwilliam,460021,447616,502,Or everything debate when professor maintain represent in many beautiful maybe. #kiss #dancer #poledance,2024-04-17 10:45:50.780450,False,https://www.tiktok.com/FpWqNUrrPm,6805,5075,9235,631790
bankstammy,574039,442544,639,Say sound ten mother level attention very generation parent. letter either,2024-05-01 20:46:29.413568,True,https://www.tiktok.com/IglFsZvHpV,91352,2859,8361,282355
penachristopher,119420,97095,644,Among case window story sign direction indicate. probably science smile,2024-04-20 03:16:42.452046,True,https://www.tiktok.com/EruhncHFdA,35913,9501,9160,86533
gbaker,413363,488787,387,Change exist expert thank live daughter accept by. 🙎🏾‍♂️ 🍹 establish admit policy,2024-04-22 18:56:54.328250,False,https://www.tiktok.com/GgZXQYMdSc,17494,1154,636,85276
margaret30,585287,183836,227,Husband state science listen page member chair property image media ready degree sit. represent suffer,2024-04-08 03:06:10.160235,False,https://www.tiktok.com/CxPVgLkAgK,8997,7481,1440,186632
susanchristensen,94051,852535,221,No manager everything certain away push remain bed perform. road consumer level,2024-05-05 02:00:20.269554,False,https://www.tiktok.com/cwvNLsANdQ,5575,3328,4225,462365
wendy49,664236,333068,446,Force herself lot ask work letter once attorney position start can argue. 🇮🇱 #happiness,2024-04-20 01:23:11.248145,True,https://www.tiktok.com/bJbilKRZGh,57504,591,1037,111480
morganrussell,172281,227256,637,Return question gas front plan could. order,2024-04-17 01:28:25.451328,True,https://www.tiktok.com/RuzbkBTtfK,87609,789,4229,518520
juanrobertson,577551,832910,627,Certainly recognize window team range language way. fast born more sort news,2024-05-03 05:13:47.475655,True,https://www.tiktok.com/PODbfMcOAa,23575,417,133,809879
mariarobinson,44899,299561,78,Single race project never draw first high those. #love #dancer #foryou,2024-05-04 20:11:22.138002,False,https://www.tiktok.com/fCIwKOMxcM,89852,2904,4097,859970
olsonsamantha,257404,299344,448,Group PM big family floor health end work production. 👩‍🦯 🎉 🚴‍♂️ #travel #fypシ゚,2024-04-17 08:51:07.531365,False,https://www.tiktok.com/SElXKtVpkH,95643,5293,8937,39006
dustinjackson,243875,462706,452,Place sister mission item military leg just. game,2024-04-12 16:47:19.949313,True,https://www.tiktok.com/NFBFfAqqWA,12752,7874,6578,690410
darrellhoover,181388,783795,707,Hit open look off maintain stage production everyone address reality. #heart #FYI,2024-04-21 19:38:18.684799,True,https://www.tiktok.com/IZwxJSBdVw,41111,9324,6418,936488
bondcrystal,416768,930640,972,Live I hear none model interest even might security task none nearly. ⏩ 🏄 peace whose attorney,2024-04-16 01:29:05.227928,True,https://www.tiktok.com/dDYxoxIgoK,19671,6760,2829,794531
michaelhenderson,96054,723508,9,Significant yourself down nothing bit option left doctor cost current pay stage. national plan score morning,2024-04-19 19:46:13.774725,False,https://www.tiktok.com/TqGEmtgVgd,1919,5059,2433,932188
mmorrow,770887,18460,251,Race they billion carry number sport lay. save,2024-05-03 14:44:13.312208,False,https://www.tiktok.com/qYauQUIPlx,77206,1471,3969,621208
catherinebright,570767,302387,116,Service fine statement oil end total research professor word visit who dark standard. #LoveYouTikTok,2024-04-20 14:26:26.466779,True,https://www.tiktok.com/xYpeeEiRXv,90749,6790,5063,516171
daniel06,466914,846352,697,Girl rule fine machine suggest court face successful public information. 🦹🏾‍♀️ 👩🏼‍❤️‍👩🏼 🌞 budget travel fact,2024-04-18 20:33:38.724593,False,https://www.tiktok.com/QBuGQRumKI,28931,6540,5271,502749
tiffanycabrera,828464,52771,705,Fly job lot Democrat might around year. citizen,2024-04-07 07:00:31.173472,False,https://www.tiktok.com/NTeRVNnndw,5678,6288,3986,106097
bakerleah,926650,190253,370,Although difference under sit news large fact later resource north. car but quickly type,2024-04-28 11:41:13.648068,False,https://www.tiktok.com/FvxeCBNuAU,24821,6923,9275,939243
smithdawn,696215,212034,67,Company live charge political rich study water newspaper. ten consider deep article power,2024-05-01 16:12:07.599958,False,https://www.tiktok.com/raQoJvQOrh,48428,5961,1988,990455
qreed,110253,588804,859,He from small arm sure offer million result room poor prevent. 🚵🏾‍♀️ 👊 probably party she commercial sell,2024-04-22 09:22:16.544264,True,https://www.tiktok.com/fMnbWnjqWb,34924,6530,9971,769703
cruiz,770575,221436,240,Evening police during available teacher notice enjoy them know site writer movement. will new,2024-04-30 00:05:41.863341,False,https://www.tiktok.com/osreoNCBWc,31265,4752,9447,301360
dbrown,938344,511021,549,Business realize phone none civil help PM agent than light treat evening entire. 👨‍🔧 🌼 🧖🏽‍♂️ get military,2024-04-26 06:51:52.663331,False,https://www.tiktok.com/sryQkxILrt,38109,3534,207,404558
obrown,378330,882428,609,Itself inside score wear operation standard reduce expert why. within,2024-04-26 13:58:43.449528,True,https://www.tiktok.com/QKdLneAVUb,86435,9894,1169,53503
rosebrandi,200938,352126,706,Room minute agree teacher enter at on much science. bad,2024-04-21 14:42:14.254392,True,https://www.tiktok.com/bmicrOdkzT,45347,5741,546,173054
samanthaduncan,559451,915109,365,Speak responsibility value treat six thank six common world speak why specific one. 👨‍🦼 actually opportunity their,2024-04-11 09:13:56.917587,True,https://www.tiktok.com/MAwXxcbCPB,53734,5205,8363,733327
hillstanley,966836,429453,838,Hair expert state media speech reflect. Mrs,2024-04-23 03:09:45.278684,True,https://www.tiktok.com/MxEmyQzoUV,53019,9525,1829,734753
yharvey,789151,265753,144,Partner wide tree again glass this activity whose keep world. hotel before spend,2024-04-25 06:24:50.583385,True,https://www.tiktok.com/LkVXxrLsLs,1911,4595,2319,330217
tina38,607567,524238,886,Try fact seek full about interesting. quickly during,2024-04-06 21:41:43.381025,False,https://www.tiktok.com/goLoaGpsla,64507,4250,300,860209
william44,497842,96460,587,Congress low song ability thing late water dark leg. possible,2024-04-26 03:14:24.415889,False,https://www.tiktok.com/cnRQZYQwgR,1205,8579,5256,542428
cevans,625358,162695,606,Prove throughout receive person must institution artist. take nature,2024-05-05 00:15:27.015146,True,https://www.tiktok.com/jTXwIdhlpC,46893,2877,3023,809224
davispeter,837852,899979,483,Dream third candidate travel and build usually push interesting. 👈🏿 world,2024-04-30 15:23:21.786083,False,https://www.tiktok.com/obFSKjsSqI,86399,8662,3337,974456
lduncan,854889,837850,473,Knowledge agreement difficult to rate health suffer task continue say decide cell benefit. marriage course,2024-04-27 10:41:47.638361,False,https://www.tiktok.com/LwZMyZDirN,63391,1477,4241,821244
portermegan,481423,628288,435,Kind heart program writer region little. ✳️ 🍭 👩🏾‍✈️ understand tax less until number,2024-04-10 10:23:48.220586,False,https://www.tiktok.com/xUjHDAPKHJ,30922,134,7300,593235
pcollins,291149,626645,109,Eat class girl ok soldier movie author remember her source. 🚶🏻‍♀️ 🏄‍♂️ 🆎 material and heart,2024-04-24 00:50:27.533946,True,https://www.tiktok.com/FYaDpiALre,9092,6757,4182,834921
melissadavis,587015,600938,650,Prevent point special should cut night man threat stock market improve mouth participant. form long none,2024-05-05 14:11:10.427329,False,https://www.tiktok.com/ZRgmriDqEP,95010,8307,4666,605169
collinsmatthew,362525,619242,210,Material low part low sense already bed store. so positive blood center line,2024-05-04 04:43:27.106894,True,https://www.tiktok.com/gzfeBqHljg,7290,7772,114,838989
wray,815101,44462,811,Sea operation small place case place two. 🚅 🧑🏾‍🦼 forget common wonder chair money,2024-04-21 12:06:34.032467,False,https://www.tiktok.com/UPubJVuouU,15086,4991,2369,231480
vwood,30533,348910,234,Hundred be four information feeling already paper figure. 👩🏽‍🍼 🧚🏾‍♀️ significant also likely social,2024-04-21 01:11:57.040997,True,https://www.tiktok.com/MPSfRvARHB,23408,8813,8041,42609
darren55,652477,25622,32,Show him best recently realize run. #LoveYouTikTok #fypシ゚,2024-04-12 22:28:45.791214,True,https://www.tiktok.com/PNjJzvvanu,37177,4765,7017,843773
trodriguez,478041,490471,999,Event society argue voice two data ask this different. available,2024-04-19 01:57:09.518668,True,https://www.tiktok.com/fqGXUSWFdV,88943,4373,3993,587157
umurray,253845,429697,722,Perform feeling ask itself your parent current yourself. 🌓 🙏🏼 🧑🏻‍🦲 spring rest,2024-04-23 19:45:28.729296,True,https://www.tiktok.com/MLDEjBkAZL,29167,6823,7868,760914
amy30,265570,229017,229,Order option dark do wear table just weight college article hear south. 🧍🏿‍♂️ #dancehall #dance #travel,2024-04-05 21:41:22.853913,False,https://www.tiktok.com/lJoiLLKBNN,18055,5397,436,352817
lbond,38068,253436,73,Area politics country factor wear today yourself walk quite interest prepare movement simple at. reveal south,2024-04-20 21:10:46.429513,False,https://www.tiktok.com/hLvbZsApdb,23422,6876,7074,17192
cfranklin,740508,301708,726,Responsibility act respond despite message available prevent. 🦵 president feel down hit,2024-04-28 12:24:16.768591,False,https://www.tiktok.com/NLKjEXPasQ,64285,7530,664,987857
michaelrodriguez,388012,384110,919,If three far anyone mind month develop positive beyond. 🔴 👩🏾‍🤝‍👩🏽 read myself car group,2024-05-01 08:50:13.706270,False,https://www.tiktok.com/IuBRnampbu,2631,775,5820,659317
elizabeth17,590817,927271,906,Seek defense watch operation partner artist remain expert development clearly long. alone book,2024-04-12 05:41:37.836929,True,https://www.tiktok.com/BgaRyhobjs,25022,3475,4769,273422
